Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
account,account_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/account_id,disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,trans,account_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/account_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,district,district_id,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/district_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,district,A7,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A7
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,disp,disp_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/disp_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,disp,client_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/client_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,client,client_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/client_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,account,account_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/account_id
district,A9,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A9,account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id
account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id,district,district_id,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/district_id
account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id,client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id
district,A14,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A14,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id,district,district_id,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/district_id
client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id,account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id
disp,client_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/client_id,client,client_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/client_id
disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id,trans,account_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/account_id
disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id,account,account_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/account_id
client,client_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/client_id,disp,client_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/client_id
district,A7,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A7,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
order,bank_to,http://kglids.org/resource/kaggle/financial/dataResource/order.csv/bank_to,trans,bank,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/bank
account,date,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/date,trans,date,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/date
district,A8,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A8,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
district,A8,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A8,district,A7,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A7
district,A6,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/A6,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,trans,trans_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/trans_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,trans,amount,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/amount
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,district,district_id,http://kglids.org/resource/kaggle/financial/dataResource/district.csv/district_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,disp,disp_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/disp_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,disp,client_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/client_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,client,client_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/client_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,client,district_id,http://kglids.org/resource/kaggle/financial/dataResource/client.csv/district_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,card,card_id,http://kglids.org/resource/kaggle/financial/dataResource/card.csv/card_id
loan,duration,http://kglids.org/resource/kaggle/financial/dataResource/loan.csv/duration,account,district_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/district_id
order,account_id,http://kglids.org/resource/kaggle/financial/dataResource/order.csv/account_id,trans,account_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/account_id
order,account_id,http://kglids.org/resource/kaggle/financial/dataResource/order.csv/account_id,disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id
order,account_id,http://kglids.org/resource/kaggle/financial/dataResource/order.csv/account_id,account,account_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/account_id
order,order_id,http://kglids.org/resource/kaggle/financial/dataResource/order.csv/order_id,trans,balance,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/balance
trans,account_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/account_id,disp,account_id,http://kglids.org/resource/kaggle/financial/dataResource/disp.csv/account_id
trans,account_id,http://kglids.org/resource/kaggle/financial/dataResource/trans.csv/account_id,account,account_id,http://kglids.org/resource/kaggle/financial/dataResource/account.csv/account_id
