Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
geo_sea,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Country,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
geo_source,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_source.csv/Province,province,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Name
geo_source,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_source.csv/Province,geo_river,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_river.csv/Province
geo_source,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_source.csv/Province,city,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Province
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
religion,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Country,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
Country_Full,Capital,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Capital,country,Capital,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Capital
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,River,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/River
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,Lake,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Lake
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Sea
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,Length,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Length
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,SourceLongitude,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/SourceLongitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,SourceLatitude,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/SourceLatitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,Mountains,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Mountains
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,SourceAltitude,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/SourceAltitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,EstuaryLongitude,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/EstuaryLongitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,river,EstuaryLatitude,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/EstuaryLatitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,province,Area,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Area
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,province,Capital,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Capital
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,province,CapProv,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/CapProv
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,population,Population_Growth,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Population_Growth
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,population,Infant_Mortality,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Infant_Mortality
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,politics,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Independence
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,politics,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Dependent
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,politics,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Government
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,mountain,Mountains,http://kglids.org/resource/kaggle/Mondial/dataResource/mountain.csv/Mountains
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,mountain,Type,http://kglids.org/resource/kaggle/Mondial/dataResource/mountain.csv/Type
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,organization,City,http://kglids.org/resource/kaggle/Mondial/dataResource/organization.csv/City
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,organization,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/organization.csv/Country
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,organization,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/organization.csv/Province
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,organization,Established,http://kglids.org/resource/kaggle/Mondial/dataResource/organization.csv/Established
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,located,River,http://kglids.org/resource/kaggle/Mondial/dataResource/located.csv/River
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,located,Lake,http://kglids.org/resource/kaggle/Mondial/dataResource/located.csv/Lake
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,located,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/located.csv/Sea
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,islandIn,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/Sea
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,islandIn,Lake,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/Lake
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,islandIn,River,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/River
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Islands,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Islands
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Area,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Area
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Height,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Height
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Type,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Type
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Longitude,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Longitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,island,Latitude,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Latitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,lake,Area,http://kglids.org/resource/kaggle/Mondial/dataResource/lake.csv/Area
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,lake,Depth,http://kglids.org/resource/kaggle/Mondial/dataResource/lake.csv/Depth
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,lake,Altitude,http://kglids.org/resource/kaggle/Mondial/dataResource/lake.csv/Altitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,lake,Type,http://kglids.org/resource/kaggle/Mondial/dataResource/lake.csv/Type
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,lake,River,http://kglids.org/resource/kaggle/Mondial/dataResource/lake.csv/River
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Independent_Countries,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Independence
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Independent_Countries,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Dependent
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Independent_Countries,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Government
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,country,Capital,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Capital
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,country,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Province
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,desert,Longitude,http://kglids.org/resource/kaggle/Mondial/dataResource/desert.csv/Longitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,desert,Latitude,http://kglids.org/resource/kaggle/Mondial/dataResource/desert.csv/Latitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,economy,GDP,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/GDP
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,economy,Agriculture,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Agriculture
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,economy,Service,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Service
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,economy,Industry,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Industry
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,economy,Inflation,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Inflation
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Country_Full,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Independence
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Country_Full,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Government
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Country_Full,Capital,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Capital
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,Country_Full,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Province
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,city,Population,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Population
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,city,Longitude,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Longitude
Country_Full,Dependent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Dependent,city,Latitude,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Latitude
Country_Full,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Government,politics,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Government
Country_Full,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Government,Independent_Countries,Government,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Government
Country_Full,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Independence,politics,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Independence
Country_Full,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Independence,Independent_Countries,Independence,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Independence
Country2Continent,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Percentage,religion,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/religion.csv/Percentage
Country2Continent,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Percentage,language,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/language.csv/Percentage
Country2Continent,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Percentage,ethnicGroup,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/ethnicGroup.csv/Percentage
Country2Continent,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Percentage,encompasses,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Percentage
Country2Continent,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Percentage,Country_Full,Percentage,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Percentage
geo_desert,Desert,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Desert,desert,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/desert.csv/Name
geo_estuary,River,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/River,river,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Name
geo_estuary,River,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/River,geo_river,River,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_river.csv/River
geo_river,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_river.csv/Province,province,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Name
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,Independent_Countries,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Code
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,Country_Full,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Code
geo_desert,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Country,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
mergesWith,Sea1,http://kglids.org/resource/kaggle/Mondial/dataResource/mergesWith.csv/Sea1,sea,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/sea.csv/Name
mergesWith,Sea1,http://kglids.org/resource/kaggle/Mondial/dataResource/mergesWith.csv/Sea1,geo_sea,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Sea
Country2Continent,Continent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Continent,encompasses,Continent,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Continent
Country2Continent,Continent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Continent,Country_Full,Continent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Continent
Country2Continent,Continent,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Continent,continent,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/continent.csv/Name
desert,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/desert.csv/Name,geo_desert,Desert,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_desert.csv/Desert
organization,Abbreviation,http://kglids.org/resource/kaggle/Mondial/dataResource/organization.csv/Abbreviation,isMember,Organization,http://kglids.org/resource/kaggle/Mondial/dataResource/isMember.csv/Organization
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
islandIn,River,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/River,river,River,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/River
islandIn,River,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/River,river,Lake,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Lake
islandIn,River,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/River,river,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Sea
islandIn,River,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/River,river,Length,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Length
