,Foreign_table,Foreign_key,Primary_table,Primary_key,F1,F2,F3,F4,F5,F6,F8,F9,F10
15,lineitem,L_LINENUMBER,nation,N_NATIONKEY,0.0001163273784794,0.996,0.0,1.0,0.5454545454545454,0,0,0,0.0004154549231408
16,lineitem,L_LINENUMBER,lineitem,L_SUPPKEY,0.0001163273784794,0.0,0.0,1.0,0.5454545454545454,1,0,0,1.0
17,lineitem,L_LINENUMBER,lineitem,L_QUANTITY,0.0001163273784794,0.0,0.0,1.0,0.18181818181818182,1,0,0,1.0
18,lineitem,L_LINENUMBER,customer,C_CUSTKEY,0.0001163273784794,0.992,0.0,1.0,0.7272727272727273,0,0,0,0.0249272953884503
19,lineitem,L_LINENUMBER,customer,C_NATIONKEY,0.0001163273784794,0.995,0.0,1.0,0.5454545454545454,0,0,0,0.0249272953884503
20,orders,O_CUSTKEY,partsupp,PS_PARTKEY,0.0666666666666666,0.999,0.0,0.23076923076923078,1.0,0,0,1,0.5333333333333333
21,orders,O_CUSTKEY,part,P_PARTKEY,0.0666666666666666,0.999,0.0,0.23076923076923078,1.0,0,0,1,0.1333333333333333
22,orders,O_CUSTKEY,customer,C_CUSTKEY,0.0666666666666666,1.0,0.0,0.23076923076923078,0.7272727272727273,0,0,1,0.1
23,part,P_SIZE,supplier,S_SUPPKEY,0.025,0.999,0.18181818181818182,0.6153846153846154,0.5454545454545454,0,0,0,0.05
24,part,P_SIZE,partsupp,PS_PARTKEY,0.025,0.985,0.18181818181818182,0.6153846153846154,1.0,1,0,0,4.0
25,part,P_SIZE,partsupp,PS_SUPPKEY,0.025,0.999,0.18181818181818182,0.6153846153846154,0.5454545454545454,1,0,0,4.0
26,part,P_SIZE,partsupp,PS_AVAILQTY,0.025,0.978,0.18181818181818182,0.6153846153846154,0.2727272727272727,1,0,0,4.0
27,part,P_SIZE,part,P_PARTKEY,0.025,0.0,0.18181818181818182,0.6153846153846154,1.0,1,0,0,1.0
28,part,P_SIZE,lineitem,L_SUPPKEY,0.025,0.999,0.18181818181818182,0.6153846153846154,0.5454545454545454,0,0,0,30.0875
29,part,P_SIZE,lineitem,L_QUANTITY,0.025,1.0,0.18181818181818182,0.6153846153846154,0.18181818181818182,0,1,0,30.0875
30,part,P_SIZE,customer,C_CUSTKEY,0.025,0.991,0.18181818181818182,0.6153846153846154,0.7272727272727273,0,0,0,0.75
31,nation,N_REGIONKEY,supplier,S_NATIONKEY,0.2,0.997,0.18181818181818182,0.3076923076923077,0.5454545454545454,0,0,1,4.0
32,nation,N_REGIONKEY,region,R_REGIONKEY,0.2,1.0,0.18181818181818182,0.3076923076923077,0.18181818181818182,0,1,1,0.2
33,nation,N_REGIONKEY,nation,N_NATIONKEY,0.2,0.0,0.18181818181818182,0.3076923076923077,0.5454545454545454,1,0,1,1.0
34,nation,N_REGIONKEY,customer,C_NATIONKEY,0.2,0.997,0.18181818181818182,0.3076923076923077,0.5454545454545454,0,0,1,60.0
35,customer,C_NATIONKEY,supplier,S_NATIONKEY,0.0166666666666666,1.0,0.5454545454545454,0.15384615384615385,0.5454545454545454,0,1,1,0.0666666666666666
36,customer,C_NATIONKEY,nation,N_NATIONKEY,0.0166666666666666,1.0,0.5454545454545454,0.15384615384615385,0.5454545454545454,0,1,1,0.0166666666666666
37,lineitem,L_ORDERKEY,orders,O_ORDERKEY,0.2492729538845035,1.0,0.0,0.07692307692307693,0.18181818181818182,0,1,1,0.2492729538845035
38,lineitem,L_TAX,lineitem,L_DISCOUNT,0.0001495637723307,0.0,0.0,0.07692307692307693,0.09090909090909091,1,0,0,1.0
39,lineitem,L_SUPPKEY,supplier,S_SUPPKEY,0.0016618196925633,1.0,0.5454545454545454,0.38461538461538464,0.5454545454545454,0,1,1,0.0016618196925633
40,lineitem,L_SUPPKEY,partsupp,PS_PARTKEY,0.0016618196925633,0.986,0.5454545454545454,0.38461538461538464,1.0,0,0,1,0.1329455754050685
41,lineitem,L_SUPPKEY,partsupp,PS_SUPPKEY,0.0016618196925633,1.0,0.5454545454545454,0.38461538461538464,0.5454545454545454,0,1,1,0.1329455754050685
42,lineitem,L_SUPPKEY,part,P_PARTKEY,0.0016618196925633,0.986,0.5454545454545454,0.38461538461538464,1.0,0,0,1,0.0332363938512671
43,lineitem,L_SUPPKEY,customer,C_CUSTKEY,0.0016618196925633,0.991,0.5454545454545454,0.38461538461538464,0.7272727272727273,0,0,1,0.0249272953884503
44,lineitem,L_LINESTATUS,orders,O_ORDERSTATUS,3.32363938512e-05,0.0,0.0,0.07692307692307693,0.09090909090909091,0,0,0,0.2492729538845035
45,lineitem,L_PARTKEY,partsupp,PS_PARTKEY,0.0332363938512671,1.0,0.0,0.15384615384615385,1.0,0,1,1,0.1329455754050685
46,lineitem,L_PARTKEY,part,P_PARTKEY,0.0332363938512671,1.0,0.0,0.15384615384615385,1.0,0,1,1,0.0332363938512671
47,lineitem,L_QUANTITY,supplier,S_SUPPKEY,0.0008309098462816,0.999,0.18181818181818182,0.6153846153846154,0.5454545454545454,0,0,0,0.0016618196925633
48,lineitem,L_QUANTITY,partsupp,PS_PARTKEY,0.0008309098462816,0.985,0.18181818181818182,0.6153846153846154,1.0,0,0,0,0.1329455754050685
49,lineitem,L_QUANTITY,partsupp,PS_SUPPKEY,0.0008309098462816,0.999,0.18181818181818182,0.6153846153846154,0.5454545454545454,0,0,0,0.1329455754050685
50,lineitem,L_QUANTITY,partsupp,PS_AVAILQTY,0.0008309098462816,0.978,0.18181818181818182,0.6153846153846154,0.2727272727272727,0,0,0,0.1329455754050685
51,lineitem,L_QUANTITY,part,P_PARTKEY,0.0008309098462816,0.985,0.18181818181818182,0.6153846153846154,1.0,0,0,0,0.0332363938512671
52,lineitem,L_QUANTITY,part,P_SIZE,0.0008309098462816,1.0,0.18181818181818182,0.6153846153846154,0.18181818181818182,0,1,0,0.0332363938512671
53,lineitem,L_QUANTITY,lineitem,L_SUPPKEY,0.0008309098462816,0.0,0.18181818181818182,0.6153846153846154,0.5454545454545454,1,0,0,1.0
54,lineitem,L_QUANTITY,customer,C_CUSTKEY,0.0008309098462816,0.992,0.18181818181818182,0.6153846153846154,0.7272727272727273,0,0,0,0.0249272953884503
55,partsupp,PS_AVAILQTY,supplier,S_SUPPKEY,0.687125,0.974,0.2727272727272727,0.46153846153846156,0.5454545454545454,0,0,0,0.0125
56,partsupp,PS_AVAILQTY,partsupp,PS_PARTKEY,0.687125,0.0,0.2727272727272727,0.46153846153846156,1.0,1,0,0,1.0
57,partsupp,PS_AVAILQTY,partsupp,PS_SUPPKEY,0.687125,0.0,0.2727272727272727,0.46153846153846156,0.5454545454545454,1,0,0,1.0
58,partsupp,PS_AVAILQTY,part,P_PARTKEY,0.687125,0.994,0.2727272727272727,0.46153846153846156,1.0,0,0,0,0.25
59,partsupp,PS_AVAILQTY,lineitem,L_SUPPKEY,0.687125,0.974,0.2727272727272727,0.46153846153846156,0.5454545454545454,0,0,0,7.521875
60,partsupp,PS_AVAILQTY,customer,C_CUSTKEY,0.687125,0.994,0.2727272727272727,0.46153846153846156,0.7272727272727273,0,0,0,0.1875
61,customer,C_CUSTKEY,partsupp,PS_PARTKEY,1.0,0.999,0.7272727272727273,0.15384615384615385,1.0,0,0,1,5.333333333333333
62,customer,C_CUSTKEY,part,P_PARTKEY,1.0,0.999,0.7272727272727273,0.15384615384615385,1.0,0,0,1,1.3333333333333333
63,orders,O_SHIPPRIORITY,supplier,S_NATIONKEY,6.66666666666e-05,0.99,0.0,0.38461538461538464,0.5454545454545454,0,0,0,0.0066666666666666
64,orders,O_SHIPPRIORITY,region,R_REGIONKEY,6.66666666666e-05,0.995,0.0,0.38461538461538464,0.18181818181818182,0,0,0,0.0003333333333333
65,orders,O_SHIPPRIORITY,nation,N_NATIONKEY,6.66666666666e-05,0.991,0.0,0.38461538461538464,0.5454545454545454,0,0,0,0.0016666666666666
66,orders,O_SHIPPRIORITY,nation,N_REGIONKEY,6.66666666666e-05,0.995,0.0,0.38461538461538464,0.18181818181818182,0,0,0,0.0016666666666666
67,orders,O_SHIPPRIORITY,customer,C_NATIONKEY,6.66666666666e-05,0.991,0.0,0.38461538461538464,0.5454545454545454,0,0,0,0.1
68,part,P_PARTKEY,partsupp,PS_PARTKEY,1.0,1.0,1.0,0.07692307692307693,1.0,1,1,1,4.0
69,partsupp,PS_SUPPKEY,supplier,S_SUPPKEY,0.0125,1.0,0.5454545454545454,0.38461538461538464,0.5454545454545454,0,1,1,0.0125
70,partsupp,PS_SUPPKEY,partsupp,PS_PARTKEY,0.0125,0.0,0.5454545454545454,0.38461538461538464,1.0,1,0,1,1.0
71,partsupp,PS_SUPPKEY,part,P_PARTKEY,0.0125,0.986,0.5454545454545454,0.38461538461538464,1.0,0,0,1,0.25
72,partsupp,PS_SUPPKEY,lineitem,L_SUPPKEY,0.0125,1.0,0.5454545454545454,0.38461538461538464,0.5454545454545454,0,1,1,7.521875
73,partsupp,PS_SUPPKEY,customer,C_CUSTKEY,0.0125,0.991,0.5454545454545454,0.38461538461538464,0.7272727272727273,0,0,1,0.1875
74,partsupp,PS_PARTKEY,part,P_PARTKEY,0.25,1.0,1.0,0.07692307692307693,1.0,0,1,1,0.25
75,supplier,S_NATIONKEY,nation,N_NATIONKEY,0.25,1.0,0.5454545454545454,0.15384615384615385,0.5454545454545454,0,1,1,0.25
76,supplier,S_NATIONKEY,customer,C_NATIONKEY,0.25,1.0,0.5454545454545454,0.15384615384615385,0.5454545454545454,0,1,1,15.0
77,region,R_REGIONKEY,supplier,S_NATIONKEY,1.0,0.997,0.18181818181818182,0.3076923076923077,0.5454545454545454,0,0,1,20.0
78,region,R_REGIONKEY,nation,N_NATIONKEY,1.0,0.997,0.18181818181818182,0.3076923076923077,0.5454545454545454,0,0,1,5.0
79,region,R_REGIONKEY,nation,N_REGIONKEY,1.0,1.0,0.18181818181818182,0.3076923076923077,0.18181818181818182,0,1,1,5.0
80,region,R_REGIONKEY,customer,C_NATIONKEY,1.0,0.997,0.18181818181818182,0.3076923076923077,0.5454545454545454,0,0,1,300.0
