,Foreign_table,Foreign_key,Primary_table,Primary_key,F1,F2,F3,F4,F5,F6,F8,F9,F10
19,clients,district_id,districts,id,0.014341590612777,1.0,0.8,0.3076923076923077,0.3076923076923077,0,1,1,0.014341590612777
20,clients,district_id,clients,tkey_id,0.014341590612777,0.0,0.8,0.3076923076923077,0.5384615384615384,1,0,1,1.0
21,clients,district_id,accounts,district_id,0.014341590612777,1.0,0.8,0.3076923076923077,0.3076923076923077,0,1,1,0.8381449059415161
22,districts,A7,tkeys,id,0.2207792207792207,0.994,0.8,0.07692307692307693,1.0,0,0,0,3.038961038961039
23,cards,issued,trans,date,0.6804932735426008,0.0,0.0,0.07692307692307693,0.15384615384615385,0,0,0,146.74551569506727
24,districts,A8,tkeys,id,0.0779220779220779,0.997,0.2,0.3076923076923077,1.0,0,0,0,3.038961038961039
25,districts,A8,districts,A7,0.0779220779220779,0.0,0.2,0.3076923076923077,0.3076923076923077,1,0,0,1.0
26,districts,A8,districts,A12,0.0779220779220779,0.0,0.2,0.3076923076923077,0.15384615384615385,1,0,0,1.0
27,districts,A8,districts,A13,0.0779220779220779,0.0,0.2,0.3076923076923077,0.15384615384615385,1,0,0,1.0
28,districts,A10,tkeys,id,0.5064935064935064,0.997,0.0,0.15384615384615385,1.0,0,0,0,3.038961038961039
29,districts,A10,clients,tkey_id,0.5064935064935064,0.0,0.0,0.15384615384615385,0.5384615384615384,0,0,0,69.72727272727273
30,districts,A14,tkeys,id,0.5714285714285714,0.996,0.0,0.15384615384615385,1.0,0,0,0,3.038961038961039
31,districts,A14,clients,tkey_id,0.5714285714285714,0.0,0.0,0.15384615384615385,0.5384615384615384,0,0,0,69.72727272727273
32,clients,id,disps,client_id,1.0,1.0,0.6,0.07692307692307693,0.23076923076923078,0,1,1,1.0
33,disps,client_id,clients,id,1.0,1.0,0.6,0.07692307692307693,0.23076923076923078,0,1,1,1.0
34,disps,account_id,accounts,id,0.8381449059415161,1.0,1.0,0.07692307692307693,0.38461538461538464,0,1,1,0.8381449059415161
35,districts,A5,tkeys,id,0.6883116883116883,0.998,0.0,0.07692307692307693,1.0,0,0,0,3.038961038961039
36,districts,A13,tkeys,id,0.1298701298701298,0.995,0.4,0.15384615384615385,1.0,0,0,0,3.038961038961039
37,districts,A13,districts,A7,0.1298701298701298,0.0,0.4,0.15384615384615385,0.3076923076923077,1,0,0,1.0
38,accounts,district_id,tkeys,id,0.0171111111111111,0.999,0.8,0.3076923076923077,1.0,0,0,1,0.052
39,accounts,district_id,districts,id,0.0171111111111111,1.0,0.8,0.3076923076923077,0.3076923076923077,0,1,1,0.0171111111111111
40,accounts,district_id,clients,district_id,0.0171111111111111,1.0,0.8,0.3076923076923077,0.3076923076923077,0,1,1,1.1931111111111112
41,accounts,district_id,clients,tkey_id,0.0171111111111111,0.0,0.8,0.3076923076923077,0.5384615384615384,0,0,1,1.1931111111111112
42,orders,account_id,disps,account_id,0.5807448616906196,1.0,0.2,0.15384615384615385,0.38461538461538464,0,0,1,0.8297017462525113
43,orders,account_id,accounts,id,0.5807448616906196,1.0,0.2,0.15384615384615385,0.38461538461538464,0,0,1,0.6954102920723226
44,accounts,id,disps,account_id,1.0,1.0,1.0,0.07692307692307693,0.38461538461538464,0,1,1,1.1931111111111112
45,districts,A6,tkeys,id,0.4675324675324675,0.999,0.0,0.07692307692307693,1.0,0,0,0,3.038961038961039
46,loans,account_id,orders,account_id,1.0,0.996,0.0,0.23076923076923078,0.07692307692307693,0,0,1,9.488269794721408
47,loans,account_id,disps,account_id,1.0,0.996,0.0,0.23076923076923078,0.38461538461538464,0,0,1,7.8724340175953085
48,loans,account_id,accounts,id,1.0,0.996,0.0,0.23076923076923078,0.38461538461538464,0,0,1,6.5982404692082115
49,loans,duration,trans,id,0.0073313782991202,0.996,0.0,0.7692307692307693,0.07692307692307693,0,0,0,191.93108504398825
50,loans,duration,tkeys,id,0.0073313782991202,0.999,0.0,0.7692307692307693,1.0,0,0,0,0.3431085043988269
51,loans,duration,districts,id,0.0073313782991202,0.997,0.0,0.7692307692307693,0.3076923076923077,0,0,0,0.1129032258064516
52,loans,duration,disps,id,0.0073313782991202,0.978,0.0,0.7692307692307693,0.23076923076923078,0,0,0,7.8724340175953085
53,loans,duration,disps,client_id,0.0073313782991202,0.978,0.0,0.7692307692307693,0.23076923076923078,0,0,0,7.8724340175953085
54,loans,duration,clients,id,0.0073313782991202,0.978,0.0,0.7692307692307693,0.23076923076923078,0,0,0,7.8724340175953085
55,loans,duration,clients,district_id,0.0073313782991202,0.996,0.0,0.7692307692307693,0.3076923076923077,0,0,0,7.8724340175953085
56,loans,duration,clients,tkey_id,0.0073313782991202,0.0,0.0,0.7692307692307693,0.5384615384615384,0,0,0,7.8724340175953085
57,loans,duration,cards,id,0.0073313782991202,0.998,0.0,0.7692307692307693,0.07692307692307693,0,0,0,1.3079178885630498
58,loans,duration,accounts,district_id,0.0073313782991202,0.996,0.0,0.7692307692307693,0.3076923076923077,0,0,0,6.5982404692082115
59,loans,date,trans,date,0.8196480938416422,0.0,0.0,0.07692307692307693,0.15384615384615385,0,0,0,191.93108504398825
60,orders,bank_to,trans,bank,0.0020089630659867,0.0,0.0,0.07692307692307693,0.07692307692307693,0,0,0,20.228249111420183
61,tkeys,goodClient,tkeys,id,0.0085470085470085,0.0,0.0,0.38461538461538464,1.0,1,0,0,1.0
62,tkeys,goodClient,districts,A7,0.0085470085470085,0.99,0.0,0.38461538461538464,0.3076923076923077,0,0,0,0.329059829059829
63,tkeys,goodClient,districts,A8,0.0085470085470085,0.995,0.0,0.38461538461538464,0.07692307692307693,0,0,0,0.329059829059829
64,tkeys,goodClient,districts,A12,0.0085470085470085,0.0,0.0,0.38461538461538464,0.15384615384615385,0,0,0,0.329059829059829
65,tkeys,goodClient,districts,A13,0.0085470085470085,0.991,0.0,0.38461538461538464,0.15384615384615385,0,0,0,0.329059829059829
66,trans,account_id,disps,account_id,0.0052331222258722,0.976,0.2,0.15384615384615385,0.38461538461538464,0,0,1,0.0410169828185519
67,trans,account_id,accounts,id,0.0052331222258722,0.976,0.2,0.15384615384615385,0.38461538461538464,0,0,1,0.03437817520646
