client_id,account_id,province,country,event_timestamp
2384,A00001886,Newfoundland & Labrador,Canada,2022-07-25 04:50:32.280778
2090,A00000560,Newfoundland & Labrador,Canada,2022-07-18 18:39:42.280778
2637,A00002997,Newfoundland & Labrador,Canada,2022-07-19 02:18:34.280778
4440,A00001577,Quebec,Canada,2022-07-18 11:46:19.280778
1835,A00002844,British Columbia,Canada,2022-07-20 13:44:54.280778
3340,A00000299,Ontario,Canada,2022-07-15 10:50:37.280778
7412,A00000361,Ontario,Canada,2022-07-23 09:49:51.280778
667,A00001320,British Columbia,Canada,2022-07-19 09:25:47.280778
2103,A00002271,Newfoundland & Labrador,Canada,2022-07-15 16:11:39.280778
2221,A00003920,Alberta,Canada,2022-07-17 04:18:35.280778
498,A00002226,Quebec,Canada,2022-07-24 21:19:51.280778
1397,A00002143,Quebec,Canada,2022-07-19 08:44:19.280778
1094,A00002979,Alberta,Canada,2022-07-21 00:48:44.280778
12308,A00009403,Quebec,Canada,2022-07-16 19:35:46.280778
4707,A00000564,Quebec,Canada,2022-07-16 01:45:21.280778
675,A00000809,Alberta,Canada,2022-07-23 06:40:33.280778
5460,A00001303,British Columbia,Canada,2022-07-25 03:30:36.280778
9366,A00008688,British Columbia,Canada,2022-07-17 21:34:27.280778
1970,A00003012,British Columbia,Canada,2022-07-21 09:00:22.280778
4047,A00004286,Quebec,Canada,2022-07-17 11:15:04.280778
3898,A00000401,British Columbia,Canada,2022-07-23 14:03:56.280778
4474,A00004416,Newfoundland & Labrador,Canada,2022-07-15 18:51:40.280778
3641,A00000862,Newfoundland & Labrador,Canada,2022-07-15 22:19:59.280778
8030,A00002375,British Columbia,Canada,2022-07-17 06:31:08.280778
10714,A00000840,Newfoundland & Labrador,Canada,2022-07-20 21:25:31.280778
2130,A00001881,Newfoundland & Labrador,Canada,2022-07-18 05:45:51.280778
1110,A00009703,Alberta,Canada,2022-07-17 15:28:54.280778
3217,A00001354,British Columbia,Canada,2022-07-18 16:17:19.280778
1317,A00004480,Quebec,Canada,2022-07-16 03:50:44.280778
4994,A00001610,Alberta,Canada,2022-07-19 06:40:49.280778
3983,A00009333,Newfoundland & Labrador,Canada,2022-07-18 12:13:11.280778
1030,A00002640,Alberta,Canada,2022-07-15 08:04:27.280778
4061,A00001637,Quebec,Canada,2022-07-17 20:33:00.280778
1472,A00010220,Newfoundland & Labrador,Canada,2022-07-18 22:58:12.280778
2731,A00002303,British Columbia,Canada,2022-07-25 16:20:13.280778
10963,A00000356,Quebec,Canada,2022-07-19 13:04:20.280778
4642,A00000211,Ontario,Canada,2022-07-24 20:14:04.280778
1914,A00003051,Newfoundland & Labrador,Canada,2022-07-25 01:48:18.280778
1686,A00001218,British Columbia,Canada,2022-07-19 23:42:48.280778
3270,A00002285,Ontario,Canada,2022-07-15 16:30:55.280778
3996,A00001552,British Columbia,Canada,2022-07-16 01:22:58.280778
4238,A00000405,British Columbia,Canada,2022-07-15 05:05:34.280778
4094,A00001444,Ontario,Canada,2022-07-20 05:09:47.280778
9217,A00001993,British Columbia,Canada,2022-07-18 05:38:20.280778
4508,A00002382,Quebec,Canada,2022-07-17 09:19:47.280778
1359,A00001770,Ontario,Canada,2022-07-22 15:09:27.280778
4000,A00005602,Quebec,Canada,2022-07-19 22:38:41.280778
3599,A00003483,Newfoundland & Labrador,Canada,2022-07-23 09:16:13.280778
2176,A00003667,British Columbia,Canada,2022-07-24 00:40:01.280778
4260,A00003598,British Columbia,Canada,2022-07-23 02:00:17.280778
9616,A00001997,Newfoundland & Labrador,Canada,2022-07-19 21:20:18.280778
125,A00003568,Alberta,Canada,2022-07-17 12:08:48.280778
3280,A00008330,Ontario,Canada,2022-07-21 15:47:18.280778
7311,A00000858,Quebec,Canada,2022-07-20 09:57:54.280778
1130,A00000572,British Columbia,Canada,2022-07-23 01:43:13.280778
496,A00002348,Quebec,Canada,2022-07-23 23:35:17.280778
1118,A00002741,Alberta,Canada,2022-07-24 21:26:30.280778
222,A00000787,Alberta,Canada,2022-07-25 00:38:30.280778
4376,A00001037,Alberta,Canada,2022-07-18 19:35:24.280778
1117,A00002526,Quebec,Canada,2022-07-17 00:35:34.280778
3330,A00000105,Ontario,Canada,2022-07-22 17:53:59.280778
951,A00002185,Ontario,Canada,2022-07-25 14:07:06.280778
3256,A00000199,Newfoundland & Labrador,Canada,2022-07-20 04:49:43.280778
3786,A00001197,Quebec,Canada,2022-07-16 01:50:02.280778
2922,A00005742,British Columbia,Canada,2022-07-23 09:58:17.280778
4712,A00002791,Newfoundland & Labrador,Canada,2022-07-15 16:53:32.280778
2705,A00000506,Quebec,Canada,2022-07-17 03:09:01.280778
3802,A00003339,British Columbia,Canada,2022-07-22 15:30:36.280778
740,A00003093,Newfoundland & Labrador,Canada,2022-07-17 01:43:47.280778
2688,A00000442,Newfoundland & Labrador,Canada,2022-07-24 05:27:01.280778
2842,A00002472,Alberta,Canada,2022-07-20 06:23:11.280778
2427,A00008896,British Columbia,Canada,2022-07-24 09:18:30.280778
12726,A00003088,Newfoundland & Labrador,Canada,2022-07-23 17:24:13.280778
5145,A00003061,Newfoundland & Labrador,Canada,2022-07-19 20:59:08.280778
4151,A00002327,Alberta,Canada,2022-07-24 22:52:57.280778
5214,A00002493,Ontario,Canada,2022-07-21 10:15:59.280778
1564,A00001086,Ontario,Canada,2022-07-22 19:36:40.280778
2214,A00000708,Quebec,Canada,2022-07-19 04:20:33.280778
684,A00005740,British Columbia,Canada,2022-07-22 03:39:41.280778
652,A00000044,Quebec,Canada,2022-07-18 03:59:35.280778
3404,A00000501,Ontario,Canada,2022-07-25 17:36:40.280778
4937,A00002411,Quebec,Canada,2022-07-20 23:28:43.280778
3562,A00001351,Ontario,Canada,2022-07-16 12:55:35.280778
1762,A00003190,Quebec,Canada,2022-07-16 12:44:47.280778
4306,A00003614,British Columbia,Canada,2022-07-20 15:48:42.280778
406,A00001294,Alberta,Canada,2022-07-22 09:46:50.280778
2020,A00002356,Alberta,Canada,2022-07-24 06:10:35.280778
3357,A00006511,Alberta,Canada,2022-07-22 06:27:34.280778
6499,A00003425,Ontario,Canada,2022-07-25 02:59:59.280778
1362,A00000647,British Columbia,Canada,2022-07-17 15:50:38.280778
13480,A00004434,British Columbia,Canada,2022-07-18 07:50:54.280778
4240,A00002138,Alberta,Canada,2022-07-21 02:47:08.280778
3735,A00000688,Ontario,Canada,2022-07-22 01:22:44.280778
2525,A00001394,Quebec,Canada,2022-07-16 14:42:43.280778
1002,A00000174,Quebec,Canada,2022-07-17 08:25:30.280778
3678,A00004131,Ontario,Canada,2022-07-20 00:30:33.280778
1596,A00003680,Quebec,Canada,2022-07-23 07:19:46.280778
495,A00002658,British Columbia,Canada,2022-07-17 01:01:28.280778
7,A00000432,British Columbia,Canada,2022-07-22 10:48:06.280778
2171,A00003764,Alberta,Canada,2022-07-22 09:13:46.280778
3757,A00001527,Ontario,Canada,2022-07-20 21:58:31.280778
3762,A00007606,Alberta,Canada,2022-07-15 16:49:30.280778
4123,A00000253,Alberta,Canada,2022-07-19 06:17:22.280778
2031,A00003663,Ontario,Canada,2022-07-20 05:21:23.280778
303,A00000956,Quebec,Canada,2022-07-15 23:54:13.280778
4349,A00005541,British Columbia,Canada,2022-07-19 14:47:42.280778
1517,A00003501,Quebec,Canada,2022-07-21 11:56:48.280778
5527,A00008972,Alberta,Canada,2022-07-16 01:30:29.280778
943,A00003851,Quebec,Canada,2022-07-22 14:45:19.280778
1547,A00009730,Newfoundland & Labrador,Canada,2022-07-21 17:44:09.280778
1029,A00001978,British Columbia,Canada,2022-07-23 18:17:04.280778
4221,A00002039,British Columbia,Canada,2022-07-18 03:10:04.280778
493,A00002784,Newfoundland & Labrador,Canada,2022-07-18 06:30:53.280778
7980,A00003357,Newfoundland & Labrador,Canada,2022-07-15 16:24:16.280778
3201,A00002459,Newfoundland & Labrador,Canada,2022-07-22 03:17:12.280778
583,A00001638,Newfoundland & Labrador,Canada,2022-07-22 19:36:09.280778
9834,A00003394,Newfoundland & Labrador,Canada,2022-07-23 13:08:39.280778
13998,A00003765,Newfoundland & Labrador,Canada,2022-07-25 21:32:28.280778
2084,A00001166,Alberta,Canada,2022-07-20 05:05:43.280778
1958,A00003294,Quebec,Canada,2022-07-21 00:45:16.280778
6501,A00003181,Quebec,Canada,2022-07-17 19:39:58.280778
3890,A00001026,Ontario,Canada,2022-07-16 14:33:44.280778
1976,A00001189,Ontario,Canada,2022-07-18 00:35:02.280778
2762,A00001081,Ontario,Canada,2022-07-25 08:53:11.280778
2091,A00001183,Ontario,Canada,2022-07-24 09:40:35.280778
4731,A00010440,Quebec,Canada,2022-07-25 04:53:46.280778
4062,A00002789,Newfoundland & Labrador,Canada,2022-07-15 00:27:50.280778
2082,A00000258,Quebec,Canada,2022-07-22 23:56:28.280778
1771,A00005927,British Columbia,Canada,2022-07-17 20:02:52.280778
715,A00000135,Newfoundland & Labrador,Canada,2022-07-17 16:03:45.280778
2023,A00001238,Quebec,Canada,2022-07-19 21:57:32.280778
3519,A00005632,Quebec,Canada,2022-07-18 03:55:57.280778
1602,A00003757,British Columbia,Canada,2022-07-15 04:22:58.280778
885,A00000488,Quebec,Canada,2022-07-18 07:53:46.280778
1841,A00002739,Alberta,Canada,2022-07-21 07:22:28.280778
2152,A00007844,British Columbia,Canada,2022-07-25 21:56:52.280778
4732,A00001042,Ontario,Canada,2022-07-25 15:33:48.280778
1618,A00002335,Newfoundland & Labrador,Canada,2022-07-15 05:59:51.280778
4677,A00003320,British Columbia,Canada,2022-07-15 15:27:10.280778
1667,A00001723,Ontario,Canada,2022-07-25 16:03:44.280778
454,A00003877,Ontario,Canada,2022-07-15 00:24:24.280778
2371,A00003720,Quebec,Canada,2022-07-23 01:22:23.280778
3449,A00001087,Quebec,Canada,2022-07-16 00:54:56.280778
4072,A00000033,Ontario,Canada,2022-07-24 14:56:07.280778
3062,A00001267,Newfoundland & Labrador,Canada,2022-07-21 00:45:02.280778
2315,A00001751,British Columbia,Canada,2022-07-21 18:40:24.280778
11516,A00000030,Quebec,Canada,2022-07-24 22:56:06.280778
3972,A00004318,British Columbia,Canada,2022-07-17 21:42:27.280778
1149,A00003908,Newfoundland & Labrador,Canada,2022-07-23 21:09:41.280778
4393,A00010227,Newfoundland & Labrador,Canada,2022-07-25 22:52:38.280778
9276,A00007674,Ontario,Canada,2022-07-20 14:34:28.280778
3804,A00009030,British Columbia,Canada,2022-07-20 11:47:50.280778
253,A00003860,Ontario,Canada,2022-07-21 17:14:05.280778
4560,A00001947,Ontario,Canada,2022-07-20 01:06:49.280778
1730,A00001933,Quebec,Canada,2022-07-23 23:17:09.280778
11676,A00007274,British Columbia,Canada,2022-07-25 18:11:52.280778
4373,A00000826,Ontario,Canada,2022-07-20 01:38:43.280778
2406,A00003072,Quebec,Canada,2022-07-18 10:17:11.280778
3277,A00001693,Ontario,Canada,2022-07-22 01:33:39.280778
3888,A00002480,Newfoundland & Labrador,Canada,2022-07-21 13:57:03.280778
545,A00002415,Newfoundland & Labrador,Canada,2022-07-20 18:22:56.280778
4670,A00000679,Quebec,Canada,2022-07-16 08:06:14.280778
2181,A00002144,Quebec,Canada,2022-07-21 15:18:53.280778
9427,A00006678,Newfoundland & Labrador,Canada,2022-07-24 09:49:48.280778
1104,A00001014,Alberta,Canada,2022-07-18 15:27:19.280778
1397,A00002258,Ontario,Canada,2022-07-16 04:06:55.280778
139,A00000987,Newfoundland & Labrador,Canada,2022-07-21 13:10:24.280778
4150,A00001814,Alberta,Canada,2022-07-25 19:05:21.280778
2494,A00000306,British Columbia,Canada,2022-07-25 14:10:41.280778
7727,A00002196,British Columbia,Canada,2022-07-15 06:34:22.280778
278,A00003804,British Columbia,Canada,2022-07-22 17:37:33.280778
4923,A00000689,Quebec,Canada,2022-07-16 23:23:50.280778
796,A00003278,British Columbia,Canada,2022-07-24 07:31:29.280778
7753,A00002957,Ontario,Canada,2022-07-18 14:20:34.280778
3516,A00000388,Newfoundland & Labrador,Canada,2022-07-19 16:39:11.280778
12547,A00003155,British Columbia,Canada,2022-07-20 06:51:26.280778
955,A00001607,British Columbia,Canada,2022-07-22 02:00:43.280778
3874,A00001399,British Columbia,Canada,2022-07-25 03:12:54.280778
12859,A00000654,Newfoundland & Labrador,Canada,2022-07-20 00:54:59.280778
241,A00000774,British Columbia,Canada,2022-07-17 05:07:53.280778
9834,A00003469,Quebec,Canada,2022-07-20 23:13:36.280778
732,A00009153,Alberta,Canada,2022-07-25 04:30:47.280778
2486,A00008957,Quebec,Canada,2022-07-15 15:05:13.280778
3947,A00002214,Ontario,Canada,2022-07-15 23:55:16.280778
7423,A00001259,Ontario,Canada,2022-07-24 03:56:05.280778
2258,A00002646,Ontario,Canada,2022-07-24 02:15:56.280778
4053,A00001636,Alberta,Canada,2022-07-24 21:45:04.280778
2889,A00003558,Ontario,Canada,2022-07-24 00:34:13.280778
1616,A00002376,Newfoundland & Labrador,Canada,2022-07-16 09:01:58.280778
3272,A00000085,British Columbia,Canada,2022-07-24 21:20:41.280778
1896,A00000077,Alberta,Canada,2022-07-15 21:04:59.280778
898,A00000682,British Columbia,Canada,2022-07-20 17:37:56.280778
2790,A00002973,Newfoundland & Labrador,Canada,2022-07-21 11:57:22.280778
11337,A00004330,Quebec,Canada,2022-07-23 09:35:03.280778
4394,A00001912,Alberta,Canada,2022-07-19 21:52:18.280778
2816,A00006358,British Columbia,Canada,2022-07-20 22:12:18.280778
72,A00009201,British Columbia,Canada,2022-07-22 03:22:45.280778
3776,A00000926,Ontario,Canada,2022-07-18 10:36:24.280778
1846,A00000534,Ontario,Canada,2022-07-18 20:38:39.280778
2712,A00002752,Alberta,Canada,2022-07-25 17:49:46.280778
7672,A00002112,Newfoundland & Labrador,Canada,2022-07-17 04:35:27.280778
3186,A00000364,Ontario,Canada,2022-07-25 05:14:37.280778
440,A00001497,British Columbia,Canada,2022-07-15 21:23:23.280778
402,A00000139,Newfoundland & Labrador,Canada,2022-07-21 01:56:00.280778
1441,A00001200,British Columbia,Canada,2022-07-15 12:46:53.280778
2480,A00000032,Alberta,Canada,2022-07-20 11:51:46.280778
2582,A00002109,British Columbia,Canada,2022-07-20 07:33:46.280778
1183,A00000696,Quebec,Canada,2022-07-20 08:01:34.280778
4861,A00009673,Alberta,Canada,2022-07-15 00:02:42.280778
6987,A00000607,British Columbia,Canada,2022-07-21 01:00:54.280778
901,A00003822,Quebec,Canada,2022-07-18 18:17:06.280778
994,A00003623,British Columbia,Canada,2022-07-25 13:31:54.280778
1794,A00010788,Ontario,Canada,2022-07-15 19:48:56.280778
1097,A00003260,British Columbia,Canada,2022-07-20 01:28:33.280778
2251,A00001038,Ontario,Canada,2022-07-16 11:13:51.280778
2111,A00000971,Newfoundland & Labrador,Canada,2022-07-16 07:22:15.280778
514,A00003189,Newfoundland & Labrador,Canada,2022-07-23 00:38:52.280778
114,A00008225,Newfoundland & Labrador,Canada,2022-07-20 16:18:51.280778
9236,A00005483,Ontario,Canada,2022-07-19 06:23:08.280778
3993,A00010884,Newfoundland & Labrador,Canada,2022-07-15 23:21:19.280778
850,A00000243,Quebec,Canada,2022-07-19 15:26:57.280778
5487,A00003888,Alberta,Canada,2022-07-16 11:32:12.280778
1788,A00002069,Ontario,Canada,2022-07-20 16:52:55.280778
3475,A00000381,Alberta,Canada,2022-07-15 07:31:37.280778
1853,A00000924,British Columbia,Canada,2022-07-18 21:19:10.280778
1555,A00000417,British Columbia,Canada,2022-07-15 14:23:54.280778
2482,A00000298,Quebec,Canada,2022-07-22 11:21:59.280778
13750,A00003892,Newfoundland & Labrador,Canada,2022-07-22 10:22:35.280778
1106,A00002399,Newfoundland & Labrador,Canada,2022-07-25 03:49:05.280778
3575,A00004383,British Columbia,Canada,2022-07-25 06:32:05.280778
6342,A00002599,Quebec,Canada,2022-07-23 08:42:29.280778
3386,A00009265,British Columbia,Canada,2022-07-24 13:22:08.280778
4421,A00003009,Newfoundland & Labrador,Canada,2022-07-21 12:32:48.280778
5149,A00001072,British Columbia,Canada,2022-07-17 20:15:44.280778
1624,A00001298,Quebec,Canada,2022-07-16 15:07:59.280778
1484,A00002101,Quebec,Canada,2022-07-16 23:03:46.280778
3080,A00003808,Alberta,Canada,2022-07-22 22:47:54.280778
1502,A00002108,Newfoundland & Labrador,Canada,2022-07-18 17:48:57.280778
330,A00003468,Alberta,Canada,2022-07-17 15:29:13.280778
4610,A00000385,Alberta,Canada,2022-07-25 08:37:58.280778
3794,A00003332,Alberta,Canada,2022-07-19 22:51:34.280778
4388,A00002902,Quebec,Canada,2022-07-20 09:18:24.280778
949,A00002951,Alberta,Canada,2022-07-25 21:49:24.280778
3795,A00004225,Alberta,Canada,2022-07-25 16:03:08.280778
1814,A00006495,British Columbia,Canada,2022-07-22 16:40:56.280778
90,A00000986,Newfoundland & Labrador,Canada,2022-07-15 01:03:06.280778
2601,A00000726,Ontario,Canada,2022-07-23 12:58:25.280778
4343,A00001828,Newfoundland & Labrador,Canada,2022-07-16 10:57:24.280778
5384,A00008523,Quebec,Canada,2022-07-22 08:49:11.280778
1433,A00003134,Quebec,Canada,2022-07-17 14:37:28.280778
12750,A00003964,Ontario,Canada,2022-07-23 13:18:35.280778
2786,A00004527,Quebec,Canada,2022-07-20 03:30:19.280778
2032,A00003972,Newfoundland & Labrador,Canada,2022-07-15 07:02:55.280778
1090,A00001848,British Columbia,Canada,2022-07-22 06:38:05.280778
1898,A00003910,Newfoundland & Labrador,Canada,2022-07-21 13:29:52.280778
3414,A00002189,Alberta,Canada,2022-07-22 18:25:00.280778
3331,A00001592,British Columbia,Canada,2022-07-22 18:35:50.280778
2526,A00001964,Alberta,Canada,2022-07-18 20:25:20.280778
236,A00005395,Alberta,Canada,2022-07-20 00:43:52.280778
326,A00000970,Newfoundland & Labrador,Canada,2022-07-20 22:05:26.280778
3051,A00010613,Alberta,Canada,2022-07-23 01:18:22.280778
1363,A00003032,Quebec,Canada,2022-07-15 15:53:25.280778
844,A00002387,Quebec,Canada,2022-07-17 06:18:28.280778
4994,A00002437,Alberta,Canada,2022-07-21 19:37:05.280778
4163,A00002820,Alberta,Canada,2022-07-22 23:05:28.280778
3313,A00003175,Newfoundland & Labrador,Canada,2022-07-17 21:25:12.280778
6803,A00000759,British Columbia,Canada,2022-07-23 22:16:14.280778
7010,A00003311,Quebec,Canada,2022-07-21 12:56:49.280778
13694,A00000563,Alberta,Canada,2022-07-15 14:17:28.280778
11380,A00004743,Alberta,Canada,2022-07-20 18:16:50.280778
2396,A00001562,Newfoundland & Labrador,Canada,2022-07-15 16:18:01.280778
4247,A00003380,Ontario,Canada,2022-07-17 00:10:20.280778
5965,A00002453,Quebec,Canada,2022-07-21 17:24:02.280778
4467,A00003094,Alberta,Canada,2022-07-21 02:44:17.280778
12844,A00003566,Newfoundland & Labrador,Canada,2022-07-25 06:39:57.280778
13404,A00002829,Ontario,Canada,2022-07-23 01:51:08.280778
2137,A00002423,Newfoundland & Labrador,Canada,2022-07-15 14:10:00.280778
2017,A00001739,Newfoundland & Labrador,Canada,2022-07-23 04:09:54.280778
3287,A00000680,Newfoundland & Labrador,Canada,2022-07-23 19:20:10.280778
9987,A00003152,Newfoundland & Labrador,Canada,2022-07-21 11:53:24.280778
3918,A00001401,Quebec,Canada,2022-07-18 23:53:42.280778
3958,A00001948,Newfoundland & Labrador,Canada,2022-07-17 23:37:54.280778
2777,A00000187,Alberta,Canada,2022-07-20 03:54:32.280778
3558,A00003351,Ontario,Canada,2022-07-21 22:00:14.280778
2569,A00001203,Newfoundland & Labrador,Canada,2022-07-24 23:49:55.280778
665,A00000935,Newfoundland & Labrador,Canada,2022-07-20 18:29:31.280778
1210,A00003594,Newfoundland & Labrador,Canada,2022-07-16 23:12:16.280778
13276,A00003816,British Columbia,Canada,2022-07-21 03:27:22.280778
7521,A00000930,Alberta,Canada,2022-07-19 05:17:36.280778
11266,A00002104,Newfoundland & Labrador,Canada,2022-07-20 09:44:22.280778
3780,A00002253,British Columbia,Canada,2022-07-15 04:21:37.280778
1449,A00002210,Newfoundland & Labrador,Canada,2022-07-20 02:01:36.280778
611,A00009707,British Columbia,Canada,2022-07-15 05:19:22.280778
1345,A00002361,Alberta,Canada,2022-07-19 09:07:51.280778
4581,A00000007,Newfoundland & Labrador,Canada,2022-07-24 04:48:28.280778
452,A00004424,Quebec,Canada,2022-07-17 00:23:57.280778
1388,A00009236,Ontario,Canada,2022-07-18 10:49:08.280778
2918,A00000428,British Columbia,Canada,2022-07-15 17:49:59.280778
361,A00006924,Alberta,Canada,2022-07-19 20:11:52.280778
450,A00000745,Ontario,Canada,2022-07-20 23:02:17.280778
3295,A00003018,Ontario,Canada,2022-07-20 14:36:52.280778
3840,A00003825,Alberta,Canada,2022-07-17 15:48:21.280778
50,A00008038,British Columbia,Canada,2022-07-20 20:29:43.280778
9418,A00002548,Ontario,Canada,2022-07-25 15:39:38.280778
523,A00001319,Newfoundland & Labrador,Canada,2022-07-20 14:58:28.280778
2305,A00008713,Alberta,Canada,2022-07-18 17:17:49.280778
1915,A00001522,Quebec,Canada,2022-07-25 15:21:06.280778
159,A00001921,Newfoundland & Labrador,Canada,2022-07-16 15:36:54.280778
3266,A00000308,Quebec,Canada,2022-07-24 10:49:53.280778
86,A00002009,British Columbia,Canada,2022-07-20 09:41:46.280778
4798,A00002956,Ontario,Canada,2022-07-22 22:32:48.280778
5788,A00001209,Quebec,Canada,2022-07-21 12:37:40.280778
1285,A00003646,Newfoundland & Labrador,Canada,2022-07-17 00:06:19.280778
3117,A00001998,Quebec,Canada,2022-07-22 15:50:59.280778
1841,A00002391,British Columbia,Canada,2022-07-25 08:38:06.280778
603,A00003343,Quebec,Canada,2022-07-19 02:35:29.280778
870,A00002564,Alberta,Canada,2022-07-17 14:07:29.280778
2992,A00002774,Ontario,Canada,2022-07-17 10:10:53.280778
3697,A00001571,Ontario,Canada,2022-07-15 05:17:29.280778
3996,A00000831,British Columbia,Canada,2022-07-17 13:57:57.280778
3504,A00000216,Quebec,Canada,2022-07-24 20:42:13.280778
4745,A00003372,Alberta,Canada,2022-07-15 08:23:37.280778
2140,A00000287,Ontario,Canada,2022-07-22 15:33:56.280778
7863,A00003424,Newfoundland & Labrador,Canada,2022-07-23 15:37:00.280778
751,A00001922,Alberta,Canada,2022-07-21 04:49:22.280778
