account_id,event_timestamp
A00004318,2022-07-18 22:54:34.929884
A00003908,2022-07-17 13:09:47.929884
A00010227,2022-07-24 21:00:25.929884
A00007674,2022-07-15 01:16:14.929884
A00009030,2022-07-16 10:07:29.929884
A00003860,2022-07-18 12:14:44.929884
A00001947,2022-07-24 09:26:44.929884
A00001933,2022-07-25 20:15:14.929884
A00007274,2022-07-23 22:48:44.929884
A00000826,2022-07-19 05:02:15.929884
A00003072,2022-07-25 08:56:08.929884
A00001693,2022-07-22 15:34:10.929884
A00002480,2022-07-25 10:14:19.929884
A00002415,2022-07-17 10:58:42.929884
A00000679,2022-07-16 23:34:52.929884
A00002144,2022-07-23 00:48:25.929884
A00006678,2022-07-19 10:24:35.929884
A00001014,2022-07-19 01:21:55.929884
A00002258,2022-07-16 08:33:38.929884
A00000987,2022-07-16 13:29:36.929884
A00001814,2022-07-24 22:42:28.929884
A00000306,2022-07-25 11:15:18.929884
A00002196,2022-07-21 19:12:42.929884
A00003804,2022-07-19 08:50:04.929884
A00000689,2022-07-24 20:48:06.929884
A00003278,2022-07-21 10:41:20.929884
A00002957,2022-07-15 06:38:18.929884
A00000388,2022-07-22 03:28:24.929884
A00003155,2022-07-15 05:50:34.929884
A00001607,2022-07-16 02:48:19.929884
A00001399,2022-07-15 13:11:24.929884
A00000654,2022-07-22 02:20:16.929884
A00000774,2022-07-22 07:16:47.929884
A00003469,2022-07-17 18:24:29.929884
A00009153,2022-07-23 22:36:37.929884
A00008957,2022-07-21 14:48:38.929884
A00002214,2022-07-16 16:09:39.929884
A00001259,2022-07-22 15:14:59.929884
A00002646,2022-07-16 14:32:58.929884
A00001636,2022-07-17 20:43:20.929884
A00003558,2022-07-25 16:55:40.929884
A00002376,2022-07-19 21:59:46.929884
A00000085,2022-07-24 23:32:40.929884
A00000077,2022-07-23 22:00:38.929884
A00000682,2022-07-25 03:41:33.929884
A00002973,2022-07-20 11:22:38.929884
A00004330,2022-07-16 15:33:08.929884
A00001912,2022-07-23 10:32:50.929884
A00006358,2022-07-18 10:08:31.929884
A00009201,2022-07-17 09:09:09.929884
A00000926,2022-07-23 10:05:37.929884
A00000534,2022-07-16 13:42:47.929884
A00002752,2022-07-19 13:24:54.929884
A00002112,2022-07-20 13:02:01.929884
A00000364,2022-07-16 19:50:45.929884
A00001497,2022-07-24 10:13:24.929884
A00000139,2022-07-22 21:53:58.929884
A00001200,2022-07-16 12:44:55.929884
A00000032,2022-07-22 01:16:59.929884
A00002109,2022-07-16 12:21:26.929884
A00000696,2022-07-23 15:23:30.929884
A00009673,2022-07-20 05:44:58.929884
A00000607,2022-07-25 08:28:50.929884
A00003822,2022-07-16 11:05:05.929884
A00003623,2022-07-24 08:41:58.929884
A00010788,2022-07-20 08:37:37.929884
A00003260,2022-07-24 19:38:45.929884
A00001038,2022-07-19 12:12:18.929884
A00000971,2022-07-19 03:30:28.929884
A00003189,2022-07-16 10:44:23.929884
A00008225,2022-07-25 15:23:37.929884
A00005483,2022-07-16 12:10:12.929884
A00010884,2022-07-16 08:19:34.929884
A00000243,2022-07-21 08:44:55.929884
A00003888,2022-07-18 22:02:36.929884
A00002069,2022-07-18 22:19:18.929884
A00000381,2022-07-16 09:04:51.929884
A00000924,2022-07-21 07:47:01.929884
A00000417,2022-07-19 23:41:00.929884
A00000298,2022-07-18 10:51:52.929884
A00003892,2022-07-20 10:52:19.929884
A00002399,2022-07-22 08:51:52.929884
A00004383,2022-07-16 06:10:56.929884
A00002599,2022-07-25 01:44:43.929884
A00009265,2022-07-16 21:58:08.929884
A00003009,2022-07-21 13:48:12.929884
A00001072,2022-07-22 22:49:44.929884
A00001298,2022-07-22 04:43:14.929884
A00002101,2022-07-16 21:13:33.929884
A00003808,2022-07-25 10:12:49.929884
A00002108,2022-07-23 03:07:09.929884
A00003468,2022-07-19 16:09:02.929884
A00000385,2022-07-22 05:57:45.929884
A00003332,2022-07-20 23:49:24.929884
A00002902,2022-07-16 22:16:55.929884
A00002951,2022-07-19 17:55:19.929884
A00004225,2022-07-16 06:11:29.929884
A00006495,2022-07-21 15:55:39.929884
A00000986,2022-07-18 23:29:58.929884
A00000726,2022-07-22 16:42:59.929884
A00001828,2022-07-21 07:38:12.929884
A00008523,2022-07-16 01:27:04.929884
A00003134,2022-07-15 19:08:12.929884
A00003964,2022-07-24 15:49:46.929884
A00004527,2022-07-15 23:28:57.929884
A00003972,2022-07-17 20:56:27.929884
A00001848,2022-07-18 09:01:53.929884
A00003910,2022-07-20 14:51:01.929884
A00002189,2022-07-17 16:55:36.929884
A00001592,2022-07-22 08:47:18.929884
A00001964,2022-07-15 17:41:19.929884
A00005395,2022-07-19 04:53:01.929884
A00000970,2022-07-17 02:08:09.929884
A00010613,2022-07-25 12:33:31.929884
A00003032,2022-07-24 22:34:52.929884
A00002387,2022-07-25 13:15:59.929884
A00002437,2022-07-22 03:47:55.929884
A00002820,2022-07-17 20:51:29.929884
A00003175,2022-07-25 11:08:06.929884
A00000759,2022-07-21 01:38:27.929884
A00003311,2022-07-23 06:22:27.929884
A00000563,2022-07-22 00:33:04.929884
A00004743,2022-07-15 13:56:38.929884
A00001562,2022-07-16 21:51:10.929884
A00003380,2022-07-24 07:40:58.929884
A00002453,2022-07-15 21:04:00.929884
A00003094,2022-07-17 09:10:16.929884
A00003566,2022-07-22 19:59:08.929884
A00002829,2022-07-20 22:27:48.929884
A00002423,2022-07-25 14:54:09.929884
A00001739,2022-07-19 13:55:22.929884
A00000680,2022-07-25 20:48:56.929884
A00003152,2022-07-21 10:20:08.929884
A00001401,2022-07-17 06:54:46.929884
A00001948,2022-07-20 21:51:40.929884
A00000187,2022-07-25 13:57:05.929884
A00003351,2022-07-19 15:04:11.929884
A00001203,2022-07-25 07:29:02.929884
A00000935,2022-07-22 16:30:07.929884
A00003594,2022-07-22 10:08:38.929884
A00003816,2022-07-24 22:51:42.929884
A00000930,2022-07-18 01:49:19.929884
A00002104,2022-07-22 15:31:13.929884
A00002253,2022-07-25 19:31:53.929884
A00002210,2022-07-21 04:57:21.929884
A00009707,2022-07-22 01:17:50.929884
A00002361,2022-07-15 13:16:24.929884
A00000007,2022-07-24 11:27:00.929884
A00004424,2022-07-21 04:13:04.929884
A00009236,2022-07-25 03:24:54.929884
A00000428,2022-07-20 09:20:35.929884
A00006924,2022-07-22 11:49:23.929884
A00000745,2022-07-17 06:29:46.929884
A00003018,2022-07-16 01:15:17.929884
A00003825,2022-07-20 19:38:01.929884
A00008038,2022-07-15 10:23:20.929884
A00002548,2022-07-22 18:45:29.929884
A00001319,2022-07-25 00:31:40.929884
A00008713,2022-07-17 10:13:58.929884
A00001522,2022-07-16 03:03:59.929884
A00001921,2022-07-23 13:50:46.929884
A00000308,2022-07-23 16:04:40.929884
A00002009,2022-07-23 13:01:55.929884
A00002956,2022-07-24 22:54:46.929884
A00001209,2022-07-18 11:46:59.929884
A00003646,2022-07-21 09:39:11.929884
A00001998,2022-07-21 22:44:56.929884
A00002391,2022-07-21 12:42:16.929884
A00003343,2022-07-22 09:29:58.929884
A00002564,2022-07-19 20:13:52.929884
A00002774,2022-07-18 14:43:33.929884
A00001571,2022-07-21 09:19:05.929884
A00000831,2022-07-22 18:01:16.929884
A00000216,2022-07-15 02:37:10.929884
A00003372,2022-07-21 15:05:46.929884
A00000287,2022-07-25 07:00:42.929884
A00003424,2022-07-20 20:24:55.929884
A00001922,2022-07-23 10:19:40.929884
A00001442,2022-07-19 00:37:14.929884
A00004995,2022-07-15 06:31:21.929884
A00000120,2022-07-19 19:32:24.929884
A00004437,2022-07-20 04:44:13.929884
A00001505,2022-07-24 19:07:56.929884
A00000702,2022-07-20 20:59:48.929884
A00002065,2022-07-19 06:48:49.929884
A00003962,2022-07-24 09:48:26.929884
A00001752,2022-07-24 05:14:41.929884
A00002763,2022-07-22 04:01:34.929884
A00002727,2022-07-20 21:17:16.929884
A00002993,2022-07-25 12:03:00.929884
A00001347,2022-07-19 02:30:33.929884
A00000228,2022-07-15 22:01:19.929884
A00003016,2022-07-15 18:22:05.929884
A00002090,2022-07-20 12:06:25.929884
A00002565,2022-07-17 09:43:02.929884
A00001602,2022-07-18 21:29:42.929884
A00003586,2022-07-24 18:54:56.929884
A00001195,2022-07-17 15:32:28.929884
A00001263,2022-07-16 22:37:07.929884
A00002876,2022-07-19 18:36:55.929884
A00001365,2022-07-19 19:01:36.929884
A00000153,2022-07-23 15:27:14.929884
A00002169,2022-07-24 22:25:06.929884
A00003698,2022-07-21 11:54:32.929884
A00000803,2022-07-20 23:50:33.929884
A00003182,2022-07-17 10:13:09.929884
A00002965,2022-07-18 01:25:48.929884
A00000612,2022-07-23 09:51:20.929884
A00002281,2022-07-25 19:12:40.929884
A00003653,2022-07-16 19:47:59.929884
A00001381,2022-07-24 10:55:36.929884
A00005305,2022-07-24 11:48:31.929884
A00000022,2022-07-25 21:11:47.929884
A00002996,2022-07-25 05:49:58.929884
A00004907,2022-07-23 12:12:15.929884
A00000978,2022-07-17 02:17:44.929884
A00000164,2022-07-15 04:57:41.929884
A00001831,2022-07-15 09:54:48.929884
A00003269,2022-07-17 03:53:15.929884
A00001336,2022-07-17 10:12:07.929884
A00002886,2022-07-25 04:41:03.929884
A00001507,2022-07-19 10:04:12.929884
A00001217,2022-07-23 06:54:18.929884
A00006510,2022-07-18 06:14:03.929884
A00003227,2022-07-23 04:32:17.929884
A00002898,2022-07-21 11:09:59.929884
A00003252,2022-07-17 14:36:53.929884
A00001550,2022-07-23 13:03:41.929884
A00003872,2022-07-21 19:26:54.929884
A00000485,2022-07-21 03:53:03.929884
A00000090,2022-07-16 00:24:36.929884
A00000034,2022-07-19 22:36:29.929884
A00000833,2022-07-25 14:53:09.929884
A00000277,2022-07-22 14:26:37.929884
A00003796,2022-07-25 03:07:45.929884
A00000588,2022-07-25 03:21:03.929884
A00000677,2022-07-18 02:40:13.929884
A00002650,2022-07-25 04:49:56.929884
A00003543,2022-07-22 20:52:45.929884
A00003702,2022-07-23 07:39:36.929884
A00009859,2022-07-15 11:49:07.929884
A00003700,2022-07-15 14:11:04.929884
A00001824,2022-07-23 15:23:24.929884
A00002559,2022-07-15 16:15:39.929884
A00008173,2022-07-24 20:16:53.929884
A00003084,2022-07-21 04:43:33.929884
A00003777,2022-07-18 18:48:54.929884
A00007180,2022-07-15 07:31:33.929884
A00003466,2022-07-24 16:12:24.929884
A00003836,2022-07-17 16:08:29.929884
A00003212,2022-07-19 20:47:28.929884
A00001760,2022-07-23 18:17:28.929884
A00004969,2022-07-23 00:08:41.929884
A00003692,2022-07-24 02:53:31.929884
A00002891,2022-07-24 16:19:26.929884
A00000894,2022-07-18 20:35:32.929884
A00003224,2022-07-22 06:43:52.929884
A00001035,2022-07-21 01:28:04.929884
A00002908,2022-07-24 19:45:05.929884
A00001286,2022-07-21 18:21:15.929884
A00000421,2022-07-15 18:05:01.929884
A00002495,2022-07-21 01:16:31.929884
A00001481,2022-07-16 10:37:26.929884
A00002126,2022-07-15 16:55:56.929884
A00004981,2022-07-25 19:33:17.929884
A00002449,2022-07-22 20:53:47.929884
A00003021,2022-07-17 13:05:18.929884
A00000973,2022-07-23 04:30:39.929884
A00000486,2022-07-20 13:04:37.929884
A00001308,2022-07-17 05:17:00.929884
A00004448,2022-07-23 21:24:48.929884
A00002241,2022-07-19 04:11:53.929884
A00001603,2022-07-18 03:25:05.929884
A00007487,2022-07-20 01:23:18.929884
A00002688,2022-07-16 05:15:59.929884
A00000982,2022-07-15 03:27:03.929884
A00003274,2022-07-20 04:38:33.929884
A00003430,2022-07-16 21:38:20.929884
A00000979,2022-07-19 05:30:19.929884
A00003448,2022-07-25 12:17:40.929884
A00001296,2022-07-18 15:58:14.929884
A00003907,2022-07-15 10:19:08.929884
A00000735,2022-07-22 08:21:02.929884
A00001678,2022-07-19 00:48:03.929884
A00001134,2022-07-22 22:51:42.929884
A00006440,2022-07-16 08:03:23.929884
A00003660,2022-07-24 00:02:28.929884
A00001578,2022-07-18 15:19:10.929884
A00001600,2022-07-23 15:04:39.929884
A00000262,2022-07-25 02:55:53.929884
A00011054,2022-07-17 06:05:14.929884
A00000335,2022-07-18 09:25:52.929884
A00003854,2022-07-25 06:48:51.929884
A00000004,2022-07-18 13:02:25.929884
A00001215,2022-07-17 17:09:32.929884
A00000162,2022-07-17 23:44:21.929884
A00002715,2022-07-19 13:21:54.929884
A00006636,2022-07-23 18:40:35.929884
A00006930,2022-07-17 23:49:26.929884
A00001256,2022-07-25 10:06:02.929884
A00003279,2022-07-17 11:25:59.929884
A00002920,2022-07-15 08:16:00.929884
A00003576,2022-07-18 05:08:39.929884
A00003670,2022-07-21 15:02:10.929884
A00000373,2022-07-25 20:54:49.929884
A00009528,2022-07-17 21:28:07.929884
A00001660,2022-07-23 13:55:30.929884
A00003748,2022-07-18 01:38:16.929884
A00001611,2022-07-25 14:32:27.929884
A00009640,2022-07-23 11:04:16.929884
A00000244,2022-07-15 21:51:19.929884
A00000868,2022-07-19 09:04:28.929884
A00002771,2022-07-19 09:20:17.929884
A00003986,2022-07-23 05:32:55.929884
A00001679,2022-07-22 13:10:39.929884
A00006461,2022-07-19 05:46:32.929884
A00000544,2022-07-25 06:47:37.929884
A00003163,2022-07-17 19:20:36.929884
A00001670,2022-07-20 05:59:44.929884
A00003832,2022-07-22 21:15:06.929884
A00003238,2022-07-23 11:26:10.929884
A00001027,2022-07-22 05:44:30.929884
A00000339,2022-07-24 04:01:47.929884
A00001765,2022-07-17 06:17:50.929884
A00003381,2022-07-16 15:48:40.929884
A00003554,2022-07-20 11:25:47.929884
A00002740,2022-07-21 18:31:18.929884
A00000016,2022-07-20 11:00:25.929884
A00000595,2022-07-15 21:23:41.929884
A00002612,2022-07-23 19:41:46.929884
A00000315,2022-07-23 21:00:41.929884
A00002712,2022-07-25 17:00:06.929884
A00003624,2022-07-24 02:50:47.929884
A00003621,2022-07-15 08:08:17.929884
A00001405,2022-07-17 20:10:50.929884
A00002724,2022-07-22 18:58:45.929884
A00000392,2022-07-16 04:43:14.929884
A00001473,2022-07-21 21:53:15.929884
A00001589,2022-07-22 22:17:34.929884
A00001196,2022-07-15 09:54:00.929884
A00001388,2022-07-24 23:20:12.929884
A00003763,2022-07-23 09:21:15.929884
A00003752,2022-07-22 02:48:19.929884
A00003751,2022-07-15 21:16:43.929884
A00003894,2022-07-23 19:39:04.929884
A00009188,2022-07-25 07:24:33.929884
A00000703,2022-07-21 09:58:39.929884
A00001540,2022-07-17 14:12:31.929884
A00002783,2022-07-20 18:32:13.929884
A00003887,2022-07-15 11:28:40.929884
A00003855,2022-07-22 17:48:06.929884
A00010774,2022-07-16 09:14:35.929884
A00004543,2022-07-15 23:09:34.929884
A00003658,2022-07-20 23:21:04.929884
A00001756,2022-07-18 17:59:45.929884
A00003592,2022-07-25 05:17:42.929884
A00002544,2022-07-21 11:32:22.929884
A00001455,2022-07-17 12:34:32.929884
A00003459,2022-07-25 18:18:52.929884
A00004086,2022-07-20 16:40:44.929884
A00005726,2022-07-19 11:50:16.929884
A00002201,2022-07-16 06:27:26.929884
A00000728,2022-07-15 15:59:36.929884
A00001880,2022-07-25 14:58:48.929884
A00002961,2022-07-22 11:44:41.929884
A00001071,2022-07-23 22:36:53.929884
A00000271,2022-07-22 11:51:57.929884
A00002528,2022-07-18 08:00:08.929884
A00000240,2022-07-19 06:27:26.929884
A00007607,2022-07-24 10:22:07.929884
A00002684,2022-07-15 03:11:16.929884
A00002383,2022-07-18 21:51:18.929884
A00003453,2022-07-18 15:00:11.929884
A00003277,2022-07-21 05:30:03.929884
A00000964,2022-07-24 22:56:19.929884
A00002947,2022-07-24 07:55:38.929884
A00001892,2022-07-22 10:30:27.929884
A00009337,2022-07-19 03:52:12.929884
A00005011,2022-07-18 05:43:39.929884
A00003151,2022-07-25 14:50:46.929884
A00002192,2022-07-23 14:07:43.929884
A00002299,2022-07-21 03:23:49.929884
A00000515,2022-07-19 01:02:02.929884
A00003098,2022-07-16 17:17:26.929884
A00004467,2022-07-20 05:50:22.929884
A00002670,2022-07-19 00:40:59.929884
A00003384,2022-07-24 10:28:30.929884
A00002022,2022-07-21 19:07:03.929884
A00002115,2022-07-24 10:34:57.929884
A00001866,2022-07-20 22:28:35.929884
A00002366,2022-07-22 12:51:53.929884
A00003478,2022-07-24 15:56:45.929884
A00002523,2022-07-15 01:01:44.929884
A00001827,2022-07-23 09:30:45.929884
A00003471,2022-07-23 01:36:02.929884
A00001583,2022-07-18 18:41:29.929884
A00000528,2022-07-21 14:08:36.929884
A00002499,2022-07-24 12:30:45.929884
A00000697,2022-07-16 01:34:19.929884
A00001327,2022-07-24 20:13:44.929884
A00004240,2022-07-16 06:30:56.929884
A00002005,2022-07-22 00:39:40.929884
A00002994,2022-07-23 09:06:48.929884
A00000913,2022-07-25 04:04:59.929884
A00000419,2022-07-21 18:11:42.929884
A00002147,2022-07-22 17:23:59.929884
A00004999,2022-07-22 10:02:34.929884
A00003913,2022-07-22 16:23:42.929884
A00003548,2022-07-23 19:24:17.929884
A00001743,2022-07-15 11:00:53.929884
A00000720,2022-07-23 19:57:24.929884
A00002141,2022-07-18 11:53:21.929884
A00000425,2022-07-15 15:52:37.929884
A00004488,2022-07-18 22:43:02.929884
A00008628,2022-07-16 17:22:05.929884
A00000885,2022-07-19 21:13:16.929884
A00000731,2022-07-23 18:49:14.929884
A00001601,2022-07-17 12:34:50.929884
A00001342,2022-07-19 02:01:18.929884
A00003186,2022-07-20 13:41:31.929884
A00000291,2022-07-24 23:40:01.929884
A00000320,2022-07-15 04:14:38.929884
A00002347,2022-07-18 08:16:03.929884
A00000662,2022-07-25 10:26:25.929884
A00001456,2022-07-23 12:27:38.929884
A00003791,2022-07-25 20:48:19.929884
A00002673,2022-07-18 01:06:42.929884
A00001050,2022-07-16 07:08:04.929884
A00003118,2022-07-23 03:23:03.929884
A00003017,2022-07-24 19:33:00.929884
A00003911,2022-07-15 19:09:36.929884
A00003998,2022-07-15 12:20:32.929884
A00002561,2022-07-15 09:53:15.929884
A00001972,2022-07-17 10:16:48.929884
A00005366,2022-07-18 05:00:50.929884
A00002146,2022-07-24 08:23:36.929884
A00002765,2022-07-23 02:51:15.929884
A00000850,2022-07-22 17:59:19.929884
A00003139,2022-07-15 12:23:08.929884
